"就診年週","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"01",22688,34243,36412,27431,31917,33818,25282,22228,25402,22216,26618
"02",22791,34355,37517,29679,36007,33126,22100,22817,25195,24640,28362
"03",23995,40147,41992,30171,35640,33210,24197,23613,27754,24540,29676
"04",22611,47207,18894,32746,39693,32612,26166,22452,28362,26971,28242
"05",22312,30532,33375,33434,31003,33307,34285,18423,26550,32300,22608
"06",23532,41711,29433,35026,32947,34789,17268,23012,26489,12217,26955
"07",11980,38849,31347,17853,31502,21212,34095,22456,21095,27288,22199
"08",21601,40214,31550,27694,33340,30732,35135,23614,26221,25229,19802
"09",21371,39092,30183,25425,34508,30559,35273,21934,27395,24711,17034
"10",24538,41591,31929,31068,35376,31651,34261,23081,27683,26099,16947
"11",26820,41714,32583,32258,36438,32855,31105,24222,29299,27870,15104
"12",30228,41619,33125,30300,38997,35316,26084,24829,29553,29088,15706
"13",31764,39866,35822,28828,38178,34588,30365,25959,29952,29005,14758
"14",29621,35574,33887,29531,35817,35517,26801,24910,25846,25767,12996
"15",28960,35961,32846,31616,39835,29457,27086,24854,27794,29145,15581
"16",29335,37255,25426,29953,37947,35404,26170,23123,25295,28395,13508
"17",29807,35596,24306,30984,34998,35035,26012,24206,24786,27254,12359
"18",30744,32053,28310,31062,33290,33881,25114,24904,23475,27227,10948
"19",29943,28300,29108,26098,33343,33357,24021,23895,23091,28164
"20",27746,26403,26836,24666,31236,33518,23583,24199,22589,27292
"21",26424,25269,29517,25953,30316,32417,22834,23591,21810,27349
"22",24993,24745,27936,25700,30116,34523,20981,20573,20998,27329
"23",23754,21339,28223,24401,27117,34104,18735,22235,21122,24786
"24",22221,21639,26353,23266,28603,30949,19866,22118,20812,26434
"25",22735,20950,25149,23532,27184,30898,19131,23256,19095,26320
"26",19332,20659,26455,22480,26614,29661,18762,22924,19839,24617
"27",21730,20355,26770,21718,26041,27708,17558,22858,20462,24206
"28",21573,21309,25763,20911,25897,27243,18548,22866,19592,24577
"29",21687,21525,23514,22527,25179,26760,18096,22111,20288,24692
"30",21421,21632,24572,21610,23507,25772,17775,21252,19714,24169
"31",21866,22405,23118,21619,24026,23314,18034,19733,19325,24077
"32",23166,21903,23002,22133,23356,25937,18390,19516,20383,23017
"33",23587,22131,22815,21901,24092,25353,18121,19977,21647,24078
"34",23430,22185,21033,21138,24601,25342,18758,20189,20806,24682
"35",22808,21690,22826,22213,24471,22114,19034,20454,21711,26559
"36",23238,23374,22122,23543,25490,28434,18731,19642,22218,26269
"37",24249,22006,24993,24164,23361,30363,17478,21308,23104,25382
"38",22725,24253,26682,23246,25559,30613,20497,22236,23709,28798
"39",24084,24086,26193,25470,25074,26377,17443,20667,21744,27379
"40",24034,25066,27347,24726,26199,26978,18939,20281,23246,26133
"41",23170,15579,26094,23889,25495,29371,18350,18209,21011,25559
"42",22783,25645,26075,24934,26894,28706,19874,18666,21205,26749
"43",23038,26110,25839,26483,26263,29002,20445,20459,21217,23783
"44",25227,26402,25552,28194,25904,29982,21780,21168,22527,25997
"45",25446,24296,27031,27371,25115,30180,21151,21426,21365,25261
"46",25070,24861,27816,25955,23321,30625,22074,20582,21523,26033
"47",24732,26110,27537,27643,26510,30885,21389,20592,20674,26163
"48",26019,27048,25873,27895,27418,30763,21586,20913,21566,25657
"49",26497,27627,26406,30285,26866,31843,21914,21286,22888,25259
"50",26453,26386,26700,31468,28398,32631,22247,23185,22544,27290
"51",28654,30391,28542,29204,24575,33141,22333,24429,22381,28171
"52",29835,34375,30280,30079,25446,46401,23054,26965,24706,28446
"53",,,,,29857
